Hostname,Last Seen,First Seen,Platform,OS Version,OS Build,OS Product Name,Kernel Version,Model,Manufacturer,Type,Chassis,Last Reboot,OU,Site,Prevention Policy,Response Policy,Sensor Update Policy,USB Device Policy,Kubernetes Admission Control Policy,Host ID,Local IP,Connection IP,Default Gateway IP,External IP,Domain,MAC Address,Connection MAC Address,Status,CPUID,Serial Number,Sensor Version,Sensor Tags,Cloud Service Provider,Cloud Service Account ID,Cloud Service Instance ID,Cloud Service Zone/Group,Kubernetes Cluster ID,Kubernetes Server Git Version,Kubernetes Server Version,RFM,Linux Sensor Mode,Deployment Type,Email,Pod ID,Pod Name,Pod Namespace,Pod Labels,Pod Annotations,Pod IP4,Pod IP6,Pod Hostname,Pod Host IP4,Pod Host IP6,Pod Service Account Name,Host Groups
CP-CWB-W2131,2023-09-25T20:18:50Z,2023-09-25T20:15:21Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.963,Aspire A515-54,Acer,Workstation,Laptop,2023-09-25T19:22:12Z,,,"General-Prevention-Windows-Workstation
25 Sep 23 20:16 UTC","General-Response-Windows
25 Sep 23 20:16 UTC","General-Sensor-Windows
25 Sep 23 20:18 UTC",No policy,No policy,43dab994ec3349c1a8ecda920715aea9,10.111.140.21,10.111.140.21,10.111.140.1,200.170.190.57,,d8-f3-bc-6d-d8-e5,d8-f3-bc-6d-d8-e5,normal,526060,NXHQMAL00V137021299Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
VISTA-W0028,2023-09-12T18:48:17Z,2023-08-08T17:02:02Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-05T18:27:00Z,,,"General-Prevention-Windows-Workstation
08 Aug 23 17:02 UTC","General-Response-Windows
08 Aug 23 17:02 UTC","General-Sensor-Windows
05 Sep 23 14:22 UTC",No policy,No policy,ff55e8a12dbd4a3789ff8751e888be59,192.168.60.90,192.168.60.90,192.168.60.1,177.36.186.250,,00-d7-6d-2a-af-85,00-d7-6d-2a-af-85,normal,526017,9DGRQK3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-W3174,2023-10-04T20:06:13Z,2022-10-17T18:01:46Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-10-04T12:36:01Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:18 UTC","General-Response-Windows
25 Oct 22 21:12 UTC","General-Sensor-Windows
29 Aug 23 17:23 UTC",No policy,No policy,e94e53f99bd64256bd57bb62c39e3a35,10.10.140.65,10.10.140.65,10.10.140.1,177.190.196.142,,00-d7-6d-10-ac-34,00-d7-6d-10-ac-34,normal,526017,7KZFKH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-CWB-W0216,2023-09-15T21:26:54Z,2022-11-30T15:01:21Z,Windows,Windows 10,19045,Windows 10 Home Single Language,10.0.19045.3448,81FE,LENOVO,Workstation,Laptop,2023-09-15T18:12:32Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
30 Nov 22 18:39 UTC","General-Sensor-Windows
29 Aug 23 15:01 UTC",No policy,No policy,5d33215ba2504ed8b44d659116a52628,10.111.140.128,10.111.140.128,10.111.140.1,200.170.190.57,,64-32-a8-73-59-fb,64-32-a8-73-59-fb,normal,526058,PE04CZL6,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W6134,2023-10-04T19:40:21Z,2022-07-07T12:21:56Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2283,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-10-03T12:59:47Z,,,"General-Prevention-Windows-Workstation
14 Sep 23 16:59 UTC","General-Response-Windows
05 Oct 22 16:37 UTC","General-Sensor-Windows
29 Aug 23 16:37 UTC",No policy,No policy,fecad5d92c1f42a9a7c05aa23db6461f,10.10.141.0,10.10.141.0,10.10.140.1,191.9.13.77,,00-d7-6d-5c-66-3d,00-d7-6d-5c-66-3d,normal,526017,8LJXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-CWB-W0616,2023-09-25T21:02:23Z,2023-01-21T11:02:17Z,Windows,Windows 11,22621,Windows 11 Home,10.0.22621.2283,XPS 13 9300,Dell Inc.,Workstation,Laptop,2023-09-19T14:38:12Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:18 UTC","General-Response-Windows
21 Jan 23 11:04 UTC","General-Sensor-Windows
29 Aug 23 15:01 UTC",No policy,No policy,60ff6ba39ef04d59b6c4f7935dd48608,10.220.100.22,192.168.1.14,192.168.1.254,189.31.238.224,,00-09-0f-aa-00-01,cc-f9-e4-9a-e5-ac,normal,460517,CRGRRB3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-SPW-0935,2023-10-01T15:20:09Z,2023-02-26T03:41:23Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Latitude 3400,Dell Inc.,Workstation,Laptop,2023-09-28T23:02:43Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
26 Feb 23 03:43 UTC","General-Sensor-Windows
29 Aug 23 15:01 UTC",No policy,No policy,a606304d58834510a91abe2bb0350c53,192.168.15.66,192.168.15.66,192.168.15.1,177.94.74.213,,40-5b-d8-f2-8c-11,40-5b-d8-f2-8c-11,normal,526060,15F3R23,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
VISTA-W0107,2023-09-22T03:22:19Z,2023-03-24T19:23:35Z,Windows,Windows 11,22621,Windows 11 Home Single Language,10.0.22621.2134,Aspire A315-54,Acer,Workstation,Laptop,2023-08-24T09:14:51Z,,,"General-Prevention-Windows-Workstation
22 Sep 23 02:48 UTC","General-Response-Windows
24 Mar 23 19:24 UTC","General-Sensor-Windows
29 Aug 23 14:59 UTC",No policy,No policy,01f1881e0bc641f4bd8c8a92ca0666a9,192.168.0.2,192.168.0.2,192.168.0.1,186.206.255.152,,a4-63-a1-42-08-ce,a4-63-a1-42-08-ce,normal,526060,NXHU3AL00603111E089501,6.56.17010.0,FalconGroupingTags/remover-maquina,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-W2105,2023-10-04T20:02:03Z,2023-03-09T20:40:12Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2283,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-09-29T11:52:59Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
09 Mar 23 20:40 UTC","General-Sensor-Windows
29 Aug 23 14:33 UTC",No policy,No policy,7bcc85b726754f69b51417500c1a5a0d,10.111.140.34,10.111.100.25,10.111.100.1,200.170.190.57,,90-cc-df-42-e6-fe,8c-47-be-27-01-65,normal,526060,5KBHB93,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-M3129,2023-10-04T19:51:25Z,2023-01-04T11:53:23Z,Mac,Monterey (12),21G816,,21.6.0,"MacBookPro18,1",Apple Inc.,Workstation,Other,,,,"General-Prevention-Mac
13 Sep 23 18:50 UTC","General-Response-Mac
04 Jan 23 11:59 UTC","General-Sensor-Mac
19 Sep 23 14:59 UTC",No policy,No policy,aca3a4867887495fabd2390f4a85f084,100.127.100.1,54.215.176.108,,187.183.11.42,,bc-d0-74-51-be-bd,,normal,4294967295,QVJHF6CNQK,6.58.17102.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Mac,LF_Mac_Scan_Agendado"
CP-CWB-W0688,2023-08-28T16:56:51Z,2022-12-15T18:41:09Z,Windows,Windows 11,22621,Windows 11 Home Single Language,10.0.22621.2134,Aspire A315-56,Acer,Workstation,Laptop,2023-08-24T22:04:52Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 19:25 UTC","General-Response-Windows
08 Mar 23 11:49 UTC","Teste de estabilidade de versao
23 Aug 23 20:53 UTC",No policy,No policy,731f747c70ec4980b78f594d9ceeebb9,10.111.100.178,10.111.100.178,10.111.100.1,200.170.190.57,,e4-a8-df-f5-81-19,e4-a8-df-f5-81-19,normal,460517,NXHV1AL00B1317FCA29501,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF-Prevention-Policy-Homol-Win,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W6088,2023-10-04T20:06:27Z,2023-07-25T18:23:11Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-30T14:26:13Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 20:44 UTC","General-Response-Windows
25 Jul 23 18:24 UTC","General-Sensor-Windows
29 Aug 23 14:59 UTC",No policy,No policy,821629bf90884d5486a4757e795398bb,10.10.140.58,10.10.140.58,10.10.140.1,186.235.35.89,,00-d7-6d-5f-b9-0a,00-d7-6d-5f-b9-0a,normal,526017,86KXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-W6396,2023-08-26T13:34:45Z,2023-06-01T15:29:55Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3324,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-21T18:13:44Z,,,"General-Prevention-Windows-Workstation
28 Jun 23 20:35 UTC","General-Response-Windows
01 Jun 23 15:31 UTC","Teste de estabilidade de versao
25 Aug 23 13:21 UTC",No policy,No policy,4a4abcda4a8240aa97c21edc17828cfb,192.168.1.103,192.168.1.103,192.168.1.1,177.190.196.142,,00-d7-6d-5f-ad-7a,00-d7-6d-5f-ad-7a,normal,526017,D0KXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF-Prevention-Policy-Homol-Win,LF_Windows_Scan_Agendado"
CP-CWB-W1048,2023-10-04T19:48:14Z,2022-11-30T15:04:46Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2283,Aspire A515-54,Acer,Workstation,Laptop,2023-09-27T18:32:11Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 22:13 UTC","General-Response-Windows
30 Nov 22 18:41 UTC","General-Sensor-Windows
29 Aug 23 14:50 UTC",No policy,No policy,9da258cb0d7b4d798c78d2c2d1554fbb,10.111.140.154,10.111.140.154,10.111.140.1,200.170.190.57,,a4-63-a1-74-1c-3a,a4-63-a1-74-1c-3a,normal,526060,NXHQMAL00B1290279F9Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W6582,2023-10-04T20:07:46Z,2023-02-28T14:16:46Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-21T18:55:26Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:17 UTC","General-Response-Windows
28 Feb 23 14:19 UTC","General-Sensor-Windows
29 Aug 23 15:01 UTC",No policy,No policy,02f6292524534225baef5aacd8e88d56,192.168.0.27,192.168.0.11,192.168.0.1,187.22.133.165,,00-d7-6d-60-6a-6c,b4-45-06-37-82-6d,normal,526017,49KXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-M3538,2023-08-24T14:19:41Z,2023-08-24T14:19:42Z,Mac,Monterey (12),21G83,,21.6.0,"MacBookPro16,1",Apple Inc.,Workstation,Laptop,,,,"General-Prevention-Mac
Changes pending","General-Response-Mac
24 Aug 23 14:20 UTC","General-Sensor-Mac
24 Aug 23 14:20 UTC",No policy,No policy,c1b96d1b57ea468184e319d08ecd5244,,,,187.72.41.41,,,,normal,591594,C02FX7CYMD6M,6.42.15503.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Mac
CP-W2254,2023-10-04T19:56:53Z,2023-10-04T18:07:08Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2361,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-10-04T19:32:52Z,,,"General-Prevention-Windows-Workstation
04 Oct 23 18:08 UTC","General-Response-Windows
04 Oct 23 18:08 UTC","General-Sensor-Windows
04 Oct 23 18:13 UTC",No policy,No policy,a9b17c15af264adc8ae4206e59556367,10.111.141.13,10.111.141.13,10.111.140.1,200.170.190.57,,90-cc-df-41-c9-fe,90-cc-df-41-c9-fe,normal,526060,40LGB93,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
VISTA-W0081,2023-09-19T18:05:26Z,2023-09-19T18:05:14Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2283,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-09-19T18:04:57Z,,,"General-Prevention-Windows-Workstation
Changes pending","General-Response-Windows
Changes pending","General-Sensor-Windows
Changes pending",No policy,No policy,1ca53135a8614257aa4e29b10afb2de6,,10.12.100.31,,177.36.186.250,,,,normal,526060,12LGB93,6.54.16810.0,,,,,,,,,yes,,,,,,,,,,,,,,,CS-GRP-BR-Windows
LOFT-AUGW-0636,2023-10-04T14:33:15Z,2021-04-14T13:27:30Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Latitude 3490,Dell Inc.,Workstation,Laptop,2023-10-04T11:57:43Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
30 Jun 23 17:06 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,2e2ca43d272842d3854a60b0af7823b5,192.168.0.89,192.168.0.89,192.168.0.1,201.75.186.166,,c0-b5-d7-f5-53-0f,c0-b5-d7-f5-53-0f,normal,526058,7HZJSY2,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-SPW-3024,2023-10-04T19:49:40Z,2021-06-15T16:48:47Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-10-04T12:43:17Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:47 UTC","General-Response-Windows
15 Jun 21 16:51 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,27381427872e4d3296baddb2d88dac2d,10.10.140.55,10.10.140.55,10.10.140.1,187.72.41.41,,70-cf-49-e4-03-22,70-cf-49-e4-03-22,normal,526060,2RVF4F3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-CWB-W0978,2023-10-04T19:40:36Z,2022-12-15T18:32:54Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.1105,Aspire A515-54,Acer,Workstation,Laptop,2023-10-04T11:52:48Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
10 Feb 23 11:56 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,66d6bf9401d24274a7e499e3fb511601,10.111.100.60,10.111.100.60,10.111.100.1,200.170.190.57,,70-69-79-a1-29-ea,70-69-79-a1-29-ea,normal,526060,NXHQMAL00T13802D1E9Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-SPW-3361,2023-10-04T20:04:20Z,2021-09-30T20:49:10Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-10-04T11:59:01Z,,,"General-Prevention-Windows-Workstation
14 Sep 23 12:38 UTC","General-Response-Windows
30 Sep 21 20:51 UTC","General-Sensor-Windows
31 Aug 23 12:28 UTC",No policy,No policy,dd2a07e762294b6e983bbd37b1f6aab3,10.0.0.189,10.0.0.189,10.0.0.1,186.236.113.73,,00-d7-6d-12-c1-72,00-d7-6d-12-c1-72,normal,526017,BTBPSH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
LOFT-M3885,2023-10-04T20:03:46Z,2023-07-06T17:27:01Z,Mac,Ventura (13),22G120,,22.6.0,"MacBookPro17,1",Apple Inc.,Workstation,Other,,,,"General-Prevention-Mac
22 Sep 23 13:57 UTC","General-Response-Mac
06 Jul 23 17:28 UTC","General-Sensor-Mac
22 Sep 23 13:59 UTC",No policy,No policy,465c0a46353d4b6495c2248b8499f46c,10.252.241.57,,,138.121.246.2,,3c-06-30-18-32-82,,normal,4294967295,C02G2323Q05D,6.58.17102.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Mac,LF_Mac_Scan_Agendado"
CP-CWB-W0647,2023-08-23T12:50:41Z,2022-12-15T18:34:23Z,Windows,Windows 11,22621,Windows 11 Home Single Language,10.0.22621.2134,Aspire A515-55,Acer,Workstation,Laptop,2023-08-22T18:35:20Z,,,"General-Prevention-Windows-Workstation
06 Jul 23 11:08 UTC","General-Response-Windows
15 Dec 22 19:19 UTC","General-Sensor-Windows
06 Jul 23 18:02 UTC",No policy,No policy,bd57cf55c318420783d57f142fbd1905,10.111.100.43,10.111.100.43,10.111.100.1,200.170.190.57,,70-69-79-a4-d1-75,70-69-79-a4-d1-75,normal,460517,NXA7LAL007112026409Z00,6.49.16303.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,TESTE-CS-GRP-BR-CP-Windows"
CP-CWB-W1198,2023-10-04T19:31:04Z,2023-02-27T20:30:30Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Aspire A515-54,Acer,Workstation,Laptop,2023-10-02T12:21:55Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
27 Feb 23 20:32 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,8592c271a24a413c988322b1112844ce,10.111.100.93,10.111.100.93,10.111.100.1,170.83.87.87,,70-69-79-a1-46-b3,70-69-79-a1-46-b3,normal,526060,NXHQMAL00X13803EFA9Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W6074,2023-10-04T19:52:55Z,2023-08-03T17:56:53Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-15T19:30:32Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
22 Aug 23 14:53 UTC","General-Sensor-Windows
29 Aug 23 15:01 UTC",No policy,No policy,abc2d64db8724cb8a031c3b59c8798cd,10.10.140.101,10.10.140.101,10.10.140.1,187.72.41.41,,00-d7-6d-5f-ba-a4,00-d7-6d-5f-ba-a4,normal,526017,B5KXPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-CWB-W0932,2023-10-04T20:01:17Z,2023-01-04T16:04:13Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.1992,Aspire A515-54,Acer,Workstation,Laptop,2023-08-25T15:52:30Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:17 UTC","General-Response-Windows
04 Jan 23 16:06 UTC","General-Sensor-Windows
29 Aug 23 15:25 UTC",No policy,No policy,421319e568464ccc8110b731eb992a12,192.168.100.36,2804:18:7f:3dfc:249c:9fcd:32c8:22fd,fe80:0:0:0:44c6:5dff:fe5e:a064,201.66.83.226,,d8-f3-bc-6d-47-15,d8-f3-bc-6d-47-15,normal,526060,NXHQMAL00T138028459Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
LOFT-W6006,2023-10-04T19:36:35Z,2023-04-19T15:12:30Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-21T12:19:29Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:25 UTC","General-Response-Windows
19 Apr 23 15:15 UTC","General-Sensor-Windows
29 Aug 23 14:32 UTC",No policy,No policy,2b7802a419a84a22a5a2069506f79178,10.10.140.25,10.10.140.25,10.10.140.1,187.95.56.83,,00-d7-6d-5c-34-6a,00-d7-6d-5c-34-6a,normal,526017,H09VPP3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-CWB-W1110,2023-10-04T19:32:49Z,2023-02-15T21:58:23Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2283,Aspire A515-54,Acer,Workstation,Laptop,2023-10-04T04:22:20Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:15 UTC","General-Response-Windows
15 Feb 23 21:59 UTC","General-Sensor-Windows
29 Aug 23 14:59 UTC",No policy,No policy,51cf036ab7d34558b9c9bd81b36b815f,10.111.100.107,10.111.100.107,10.111.100.1,200.170.190.57,,70-69-79-a6-29-5f,70-69-79-a6-29-5f,normal,526060,NXHQMAL00T1490781E9Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
CP-W2289,2023-10-04T19:15:35Z,2023-10-04T15:24:53Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3410,Dell Inc.,Workstation,Laptop,2023-10-04T18:08:39Z,,,"General-Prevention-Windows-Workstation
04 Oct 23 15:26 UTC","General-Response-Windows
04 Oct 23 15:26 UTC","General-Sensor-Windows
04 Oct 23 15:42 UTC",No policy,No policy,e6263d8f44e540f59a10d301afbcc3ba,10.111.140.234,10.111.140.234,10.111.140.1,200.170.190.57,,70-cf-49-e4-67-e5,70-cf-49-e4-67-e5,normal,526060,8YVF4F3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
VISTA-W0013,2023-09-12T18:47:39Z,2023-06-15T13:48:52Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-08-15T22:10:32Z,,,"General-Prevention-Windows-Workstation
05 Jul 23 19:38 UTC","General-Response-Windows
15 Jun 23 13:57 UTC","General-Sensor-Windows
Changes pending",No policy,No policy,f16851df855a424e931ab8c1808b5273,192.168.60.83,192.168.60.83,192.168.60.1,186.215.191.52,,00-d7-6d-2a-b3-68,00-d7-6d-2a-b3-68,normal,526017,JNGRQK3,6.49.16303.0,,,,,,,,,no,,,,,,,,,,,,,,,CS-GRP-BR-Windows
CP-CWB-W1094,2023-10-02T14:13:33Z,2022-12-15T18:36:11Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2134,Aspire A515-54,Acer,Workstation,Laptop,2023-08-29T10:42:55Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
24 Jan 23 14:25 UTC","General-Sensor-Windows
29 Aug 23 14:34 UTC",No policy,No policy,6666a982c92f40e082ec1dab02aff808,10.111.100.28,10.111.100.28,10.111.100.1,200.170.190.57,,70-69-79-a1-0c-99,70-69-79-a1-0c-99,normal,526060,NXHQMAL00T138029D39Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
VISTA-W0114,2023-10-04T19:44:17Z,2023-08-10T17:08:03Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2283,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-09-20T11:47:27Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
15 Aug 23 21:06 UTC","General-Sensor-Windows
29 Aug 23 15:00 UTC",No policy,No policy,565a66f0763a47dbacff291023fbaec4,10.10.10.222,10.0.0.147,10.0.0.1,177.36.186.250,,00-ff-78-de-4e-59,00-d7-6d-10-ae-eb,normal,526017,FBZFKH3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
VISTA-W0058,2023-10-04T19:52:04Z,2023-09-12T21:55:16Z,Windows,Windows 10,19045,Windows 10 Pro,10.0.19045.3448,Latitude 3420,Dell Inc.,Workstation,Laptop,2023-10-04T19:00:00Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:18 UTC","General-Response-Windows
12 Sep 23 21:57 UTC","General-Sensor-Windows
12 Sep 23 22:06 UTC",No policy,No policy,9bca77c48a2d4689942e0b0e1c42d624,10.10.10.30,192.168.1.103,192.168.1.1,45.237.109.77,,00-ff-90-ae-93-d6,00-d7-6d-2a-af-85,normal,526017,9DGRQK3,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CS-GRP-BR-Windows,LF_Windows_Scan_Agendado"
CP-CWB-W1244,2023-10-04T20:02:09Z,2023-03-14T21:19:57Z,Windows,Windows 11,22621,Windows 11 Pro,10.0.22621.2283,Aspire A515-54,Acer,Workstation,Laptop,2023-09-22T20:25:29Z,,,"General-Prevention-Windows-Workstation
13 Sep 23 19:16 UTC","General-Response-Windows
14 Mar 23 21:20 UTC","General-Sensor-Windows
29 Aug 23 16:02 UTC",No policy,No policy,8a5203b88bbe436fac4ec46d36ede601,10.111.140.122,10.111.140.122,10.111.140.1,177.1.33.205,,5c-e4-2a-8a-2c-62,5c-e4-2a-8a-2c-62,normal,526060,NXHQMAL013202013D59Z00,6.56.17010.0,,,,,,,,,no,,,,,,,,,,,,,,,"CP-CS-GRP-BR-Windows,CS-GRP-BR-Windows,LF_Windows_Scan_Agendado,TESTE-CS-GRP-BR-CP-Windows"
